objectid,subject,filename,NTEEC,NAICS,title,format,LEGALNAME,ALTNAME,AKADBA,WEBURL,date,longitude,latitude,locale,GSTREET,GCITY,GSTATE,GZIP5
8404200068,Uncategorized,city.png,,,Rodin Museum,image/png,RODIN MUSEUM,,,HTTP://WWW.RODINMUSEUM.ORG/,,-75.17835,39.94712,City,2154 BENJAMIN FRANKLIN PKWY,Philadelphia,PA,19103
8404200111,Uncategorized,city.png,,,Maslow Collection,image/png,MASLOW COLLECTION,,,HTTP://MASLOW.MARYWOOD.EDU/,,-75.63623,41.43385,City,2300 ADAMS AVE,Scranton,PA,18509
8404200205,Uncategorized,city.png,,,Franklin Institute Discovery Camp,image/png,FRANKLIN INSTITUTE DISCOVERY CAMP,,,HTTPS://WWW.FI.EDU/DISCOVERY-CAMP-PROGRAMS,,-75.1724,39.95775,City,222 NORTH 20TH STREET,Philadelphia,PA,19102
8404200219,Student Services; Other Grantmaking and Giving Services,city.png,Student Services,Other Grantmaking and Giving Services,Center For The History Of Footcare & Footwear,image/png,TEMPLE UNIVERSITY SCHOOL OF PODIATRIC MEDICINE FOUNDATION,,,HTTP://PODIATRY.TEMPLE.EDU/,1999,-75.15297,39.95431,City,148 NORTH 8TH STREET,Philadelphia,PA,19107
8404200258,Uncategorized,city.png,,,Benjamin Franklin Tercentenary,image/png,BENJAMIN FRANKLIN TERCENTENARY,,,,,-75.17061,39.95035,City,135 SOUTH 18TH STREET,Philadelphia,PA,19107
8404200262,Uncategorized,city.png,,,Museum Of Anthracite Mining,image/png,ANTHRACITE MUSEUM,,,HTTP://ANTHRACITEMUSEUM.ORG,,-75.7004,41.42014,City,22 BALD MOUNTAIN RD,Scranton,PA,17921
8404200273,Uncategorized,city.png,,,Architectural Archives,image/png,ARCHITECTURAL ARCHIVES,,,HTTPS://WWW.DESIGN.UPENN.EDU/ARCHITECTURAL-ARCHIVES/ABOUT,,-75.19265,39.95212,City,220 SOUTH 34TH STREET,Philadelphia,PA,19104
8404200286,Recreation and Sports; Museums,city.png,Recreation and Sports NEC,Museums,Philadelphia Sports Hall Of Fame,image/png,PHILADELPHIA SPORTS HALL OF FAME FOUNDATION,,,HTTP://WWW.PHILLYHALL.ORG/CONTACT.ASP,2003,-75.01812,40.07572,City,2701 GRANT AVENUE   ,Philadelphia,PA,19123
8404200530,Job Training; Vocational Rehabilitation Services,city.png,Job Training,Vocational Rehabilitation Services,Fabric Workshop,image/png,THE FABRIC WORKSHOP AND MUSEUM,FABRIC WORKSHOP,,HTTP://WWW.FABRICWORKSHOPANDMUSEUM.ORG,1977,-75.16066,39.95376,City,1214 ARCH ST,Philadelphia,PA,19107
8404200542,"Visual Arts; Arts, Entertainment, and Recreation",city.png,Visual Arts,"Arts, Entertainment, and Recreation",Conservation Center For Art & Historic Artifacts,image/png,CONSERVATION CENTER FOR ART AND HISTORIC ARTIFACTS,,,HTTP://WWW.CCAHA.ORG,1977,-75.17915,39.94949,City,264 SOUTH 23RD STREET,Philadelphia,PA,19106
8404200586,Museum; Museum Activities,city.png,"Museum, Museum Activities",Museums,Electric City Trolley Museum,image/png,ELECTRIC CITY TROLLEY MUSEUM ASSOCIATION,,,HTTP://WWW.ECTMA.ORG/,1982,-75.67368,41.40902,City,300 CLIFF ST,Scranton,PA,19101
8404200643,Baseball and Softball; All Other Amusement and Recreation Industries,city.png,Baseball and Softball,All Other Amusement and Recreation Industries,Peter J. Mcgovern Little League Museum,image/png,LITTLE LEAGUE BASEBALL INC,,,HTTP://WWW.LITTLELEAGUE.ORG/LEARN/MUSEUM.HTM,1981,-77.00992,41.25569,City,525 U S 15,Williamsport,PA,17701
8404200685,Museum; Museum Activities; Libraries and Archives,city.png,"Museum, Museum Activities",Libraries and Archives,Masonic Library And Museum Of Pennsylvania,image/png,THE MASONIC LIBRARY AND MUSEUM OF PENNSYLVANIA,MASONIC LIBRARY AND MUSEUM OF PENNSYLVANIA,,,1990,-75.16324,39.95331,City,1 N BROAD ST,Philadelphia,PA,19107
8404200717,Museums; Museum Activities,city.png,"Museum, Museum Activities",Museums,Houdini Museum,image/png,HOUDINI MUSEUM,,,,1994,-75.66351,41.43204,City,1433 N MAIN AVENUE,Scranton,PA,18504
8404200895,Museums; Museum Activities,city.png,"Museum, Museum Activities",Museums,Lest We Forget Black Holocaust Museum,image/png,LEST WE FORGET BLACK HOLOCAUST MUSEUM,LEST WE FORGET BLACK HOLOCAUST MUSEUM OF SLAVERY,,HTTP://LWFSM.COM/,2003,-75.09152,39.98835,City,3650 RICHMOND STREET,Philadelphia,PA,19134
8404201295,Museum; Museum Activities,city.png,"Museum, Museum Activities",Museums,Police Heritage Museum,image/png,POLICE HERITAGE MUSEUM INC,,,HTTP://WWW.POLICEHERITAGEMUSEUM.COM/,1996,-76.72692,39.96261,City,54 WEST MARKET STREET,York,PA,17405
8404201478,Museum; Museum Activities,city.png,"Museum, Museum Activities",Museums,International Museum Of Spiritual Investigations,image/png,INTERNATIONAL MUSEUM OF SPIRITUAL INVESTIGATIONS INC,,INTERNATIONAL MUSEUM OF SPIRITUAL INVESTIGATIONS INC,HTTP://WWW.MUSEUMOFSPIRITS.COM,2010,-77.23115,39.8279,City,231 BALTIMORE ST,Gettysburg,PA,17325
8404201613,Museum; Museum Activities,city.png,"Museum, Museum Activities",Museums,John Louis Popple Sports Hall Of Fame,image/png,JOHN LOUIS POPPLE SPORTS HALL OF FAME,,,,2004,-75.89142,41.22494,City,25 FREDERICK STREET,Wilkesbarre,PA,18702
8400600087,Museum; Museum Activities; Libraries and Archives,city.png,"Museum, Museum Activities",Libraries and Archives,San Francisco Railway Museum,image/png,STEEL WORKERS ARCHIVE,,,,2002,-75.36495,40.6147,City,77 SANDS BLVD STE 215,Bethlehem,PA,18015
8404200031,Uncategorized,city.png,,,Scranton Iron Furnaces,image/png,SCRANTON IRON FURNACES,,,HTTP://ANTHRACITEMUSEUM.ORG,,-75.6639,41.40441,City,159 CEDAR AVE,Scranton,PA,18505
8404200032,Uncategorized,city.png,,,Stoy Museum,image/png,STOY MUSEUM,,,HTTP://WWW.LEBANONHISTORY.ORG,,-76.42669,40.33921,City,924 CUMBERLAND ST,Lebanon,PA,17042
8404200033,Uncategorized,city.png,,,Stephen Foster Memorial,image/png,STEPHEN FOSTER MEMORIAL,,,HTTP://WWW.PITT.EDU/~AMERIMUS/FOSTER.HTM,,-79.96026,40.44314,City,4301 FORBES AVE,Pittsburgh,PA,15260
8404200035,Uncategorized,city.png,,,Stenton Museum,image/png,STENTON MUSEUM,,,HTTP://STENTON.ORG/,,-75.15451,40.02379,City,4601 NORTH 18TH STREET,Philadelphia,PA,19140
8404200046,Uncategorized,city.png,,,Soldiers National Museum,image/png,SOLDIERS NATIONAL MUSEUM,,,HTTP://WWW.GETTYSBURGBATTLEFIELDTOURS.COM/,,-77.2293,39.82084,City,777 BALTIMORE ST,Gettysburg,PA,17325
8404200059,Single Organization Support; Other Grantmaking and Giving Services,city.png,Single Organization Support,Other Grantmaking and Giving Services,Soldiers And Sailors Memorial Hall,image/png,SOLDIERS AND SAILORS MEMORIAL HALL AND MUSEUM TRUST INC,,,HTTP://SOLDIERSANDSAILORSHALL.ORG/,1999,-79.95574,40.44448,City,4141 5TH AVE,Pittsburgh,PA,15213
8404200079,Technical and Trade Schools,city.png,,Technical and Trade Schools,Pittsburgh Center For Arts,image/png,PITTSBURGH FILM MAKERS INC,,,HTTP://PFPCA.ORG/,1972,-79.95372,40.45595,City,477 MELWOOD AVE,Pittsburgh,PA,15213
8404200091,Uncategorized,city.png,,,Rodef American Jewish Museum,image/png,RODEF AMERICAN JEWISH MUSEUM,,,HTTP://RODEPHSHALOM.ORG/,,-79.94336,40.44798,City,4905 5TH AVE,Pittsburgh,PA,15213
8404200095,Uncategorized,city.png,,,Rosenbach Museum & Library,image/png,ROSENBACH MUSEUM & LIBRARY,,,,,-75.17501,39.94728,City,2010 DELANCEY PLACE,Philadelphia,PA,19103
8404200114,Uncategorized,city.png,,,National Museum Of Murals And Mosaics,image/png,NATIONAL MUSEUM OF MURALS AND MOSAICS,,,,,-75.14466,39.93866,City,748 S FRONT ST,Philadelphia,PA,19147
8404200123,Uncategorized,city.png,,,New Africa Center,image/png,NEW AFRICA CENTER,,,,,-75.20876,39.96744,City,4243 LANCASTER AVE,Philadelphia,PA,19104
8404200128,Uncategorized,city.png,,,Mutter Museum,image/png,MUTTER MUSEUM,,,HTTP://WWW.COLLEGEOFPHYSICIANS.ORG/,,-75.1767,39.95343,City,19 S 22ND STREET,Philadelphia,PA,19103
8404200129,Scholarships and Student Financial Aid; Civic and Social Organizations,city.png,Scholarships and Student Financial Aid,Civic and Social Organizations,Mario Lanza Institute,image/png,MARIO LANZA INSTITUTE,,,,1989,-75.15611,39.93765,City,712 MONTROSE ST,Philadelphia,PA,19147
8404200132,Uncategorized,city.png,,,Johnstown Flood Museum,image/png,JOHNSTOWN FLOOD MUSEUM,,,,,-78.92062,40.32809,City,304 WASHINGTON ST,Johnstown,PA,15901
8404200149,Uncategorized,city.png,,,Lincoln Train Museum,image/png,LINCOLN TRAIN MUSEUM,,,HTTP://WWW.LINCOLNTRAIN.COM,,-77.23484,39.81911,City,425 STEINWEHR AVE,Gettysburg,PA,17325
8404200150,Uncategorized,city.png,,,James L. Kelso Bible Lands Museum,image/png,JAMES L. KELSO BIBLE LANDS MUSEUM,,,,,-79.92265,40.46696,City,616 NORTH HIGHLAND AVENUE,Pittsburgh,PA,15206
8404200161,Uncategorized,city.png,,,Jic Holocaust Awareness Museum,image/png,JIC HOLOCAUST AWARENESS MUSEUM,,,HTTP://WWW.HOLOCAUSTAWARENESSMUSEUM.ORG,,-75.02123,40.10054,City,10100 JAMISON AVE,Philadelphia,PA,19116
8404200171,Uncategorized,city.png,,,Intercultural Exchange,image/png,INTERCULTURAL EXCHANGE,,,,,-79.969,40.44185,City,1209 CATHEDRAL OF LEARNING,Pittsburgh,PA,15260
8404200195,Uncategorized,city.png,,,Fire Base Eagle Vietnam,image/png,FIRE BASE EAGLE VIETNAM,,,HTTP://WWW.FIREBASEEAGLE.ORG,,-78.40878,40.51392,City,1301 17TH ST,Altoona,PA,16601
